"comppct.r","compname","majcompflag","mukey","cokey","ksat","cec","awc","total_depth","musym","muname","muacres"
45,"Inville family","Yes",465025,26549889,18.5,13.5,0.12,89,"149","Inville family_moderately deep-Deep complex_35 to 60 percent slopes",1296
35,"Inville family","Yes",465025,26549890,18.5,13.5,0.12,137,"149","Inville family_moderately deep-Deep complex_35 to 60 percent slopes",1296
10,"Rock outcrop","No",465025,26549891,NA,NA,NA,NA,"149","Inville family_moderately deep-Deep complex_35 to 60 percent slopes",1296
10,"Lithic Xerumbrepts","No",465025,26549892,NA,NA,NA,NA,"149","Inville family_moderately deep-Deep complex_35 to 60 percent slopes",1296
10,"Rock outcrop","No",465026,26549893,NA,NA,NA,NA,"150","Inville family_moderately deep-Lithic Cryumbrepts comp lex_20 to 50 percent slopes",2810
10,"Inville family","No",465026,26549894,NA,NA,NA,NA,"150","Inville family_moderately deep-Lithic Cryumbrepts comp lex_20 to 50 percent slopes",2810
50,"Inville family","Yes",465026,26549895,18.5,13.5,0.12,89,"150","Inville family_moderately deep-Lithic Cryumbrepts comp lex_20 to 50 percent slopes",2810
30,"Lithic Cryumbrepts","Yes",465026,26549896,42.47,15,0.15,38,"150","Inville family_moderately deep-Lithic Cryumbrepts comp lex_20 to 50 percent slopes",2810
75,"Josephine family","Yes",465027,26549897,9,17,0.13,200,"151","Josephine family_deep_5 to 35 percent slopes",584
5,"Sites family","No",465027,26549898,NA,NA,NA,NA,"151","Josephine family_deep_5 to 35 percent slopes",584
10,"Sites family","No",465027,26549899,NA,NA,NA,NA,"151","Josephine family_deep_5 to 35 percent slopes",584
10,"Josephine family","No",465027,26549900,NA,NA,NA,NA,"151","Josephine family_deep_5 to 35 percent slopes",584
5,"Sites family","No",465028,26549901,NA,NA,NA,NA,"152","Josephine family_deep_35 to 50 percent slopes",1237
10,"Sites family","No",465028,26549902,NA,NA,NA,NA,"152","Josephine family_deep_35 to 50 percent slopes",1237
10,"Josephine family","No",465028,26549903,NA,NA,NA,NA,"152","Josephine family_deep_35 to 50 percent slopes",1237
75,"Josephine family","Yes",465028,26549904,9,17,0.13,200,"152","Josephine family_deep_35 to 50 percent slopes",1237
50,"Josephine family","Yes",465029,26549905,9,17,0.13,200,"153","Josephine family_deep-Moderately deep complex_5 to 35 slopes",20689
25,"Josephine family","Yes",465029,26549906,9,17,0.15,152,"153","Josephine family_deep-Moderately deep complex_5 to 35 slopes",20689
10,"Sites family","No",465029,26549907,NA,NA,NA,NA,"153","Josephine family_deep-Moderately deep complex_5 to 35 slopes",20689
10,"Sites family","No",465029,26549908,NA,NA,NA,NA,"153","Josephine family_deep-Moderately deep complex_5 to 35 slopes",20689
5,"Unnamed","No",465029,26549909,NA,NA,NA,NA,"153","Josephine family_deep-Moderately deep complex_5 to 35 slopes",20689
10,"Unnamed","No",465030,26549910,NA,NA,NA,NA,"154","Josephine family_deep-Moderately deep complex_35 to 5 0 percent slopes",6686
10,"Unnamed","No",465030,26549911,NA,NA,NA,NA,"154","Josephine family_deep-Moderately deep complex_35 to 5 0 percent slopes",6686
10,"Unnamed","No",465030,26549912,NA,NA,NA,NA,"154","Josephine family_deep-Moderately deep complex_35 to 5 0 percent slopes",6686
40,"Josephine family","Yes",465030,26549913,9,17,0.13,200,"154","Josephine family_deep-Moderately deep complex_35 to 5 0 percent slopes",6686
30,"Josephine family","Yes",465030,26549914,9,17,0.15,152,"154","Josephine family_deep-Moderately deep complex_35 to 5 0 percent slopes",6686
45,"Josephine family","Yes",465031,26549915,9,17,0.13,200,"155","Josephine-Sites families association_deep_5 to 35 per cent slopes",7037
35,"Sites family","Yes",465031,26549916,8.5,16,0.14,200,"155","Josephine-Sites families association_deep_5 to 35 per cent slopes",7037
10,"Sites family","No",465031,26549917,NA,NA,NA,NA,"155","Josephine-Sites families association_deep_5 to 35 per cent slopes",7037
10,"Josephine family","No",465031,26549918,NA,NA,NA,NA,"155","Josephine-Sites families association_deep_5 to 35 per cent slopes",7037
5,"Unnamed","No",465032,26549919,NA,NA,NA,NA,"156","Josephine-Sites families association_deep 35 to 50 per cent slopes",795
10,"Sites family","No",465032,26549920,NA,NA,NA,NA,"156","Josephine-Sites families association_deep 35 to 50 per cent slopes",795
10,"Josephine family","No",465032,26549921,NA,NA,NA,NA,"156","Josephine-Sites families association_deep 35 to 50 per cent slopes",795
40,"Josephine family","Yes",465032,26549922,9,17,0.13,200,"156","Josephine-Sites families association_deep 35 to 50 per cent slopes",795
35,"Sites family","Yes",465032,26549923,8.5,16,0.14,200,"156","Josephine-Sites families association_deep 35 to 50 per cent slopes",795
40,"Josephine family","Yes",465033,26549924,9,17,0.15,152,"157","Josephine family_moderately deep-Dystric lithic xeroch repts association_5 to 35 percent slopes",21883
30,"Dystric Lithic Xerochrepts","Yes",465033,26549925,29.76,12,0.12,71,"157","Josephine family_moderately deep-Dystric lithic xeroch repts association_5 to 35 percent slopes",21883
10,"Rock outcrop","No",465033,26549926,NA,NA,NA,NA,"157","Josephine family_moderately deep-Dystric lithic xeroch repts association_5 to 35 percent slopes",21883
10,"Sites family","No",465033,26549927,NA,NA,NA,NA,"157","Josephine family_moderately deep-Dystric lithic xeroch repts association_5 to 35 percent slopes",21883
10,"Josephine family","No",465033,26549928,NA,NA,NA,NA,"157","Josephine family_moderately deep-Dystric lithic xeroch repts association_5 to 35 percent slopes",21883
10,"Josephine family","No",465034,26549929,NA,NA,NA,NA,"158","Josephine family_moderately deep-Dystric lithic xeroch repts association_35 to 70 percent slopes",19701
10,"Sites family","No",465034,26549930,NA,NA,NA,NA,"158","Josephine family_moderately deep-Dystric lithic xeroch repts association_35 to 70 percent slopes",19701
10,"Rock outcrop","No",465034,26549931,NA,NA,NA,NA,"158","Josephine family_moderately deep-Dystric lithic xeroch repts association_35 to 70 percent slopes",19701
30,"Dystric Lithic Xerochrepts","Yes",465034,26549932,29.76,12,0.12,71,"158","Josephine family_moderately deep-Dystric lithic xeroch repts association_35 to 70 percent slopes",19701
40,"Josephine family","Yes",465034,26549933,9,17,0.15,152,"158","Josephine family_moderately deep-Dystric lithic xeroch repts association_35 to 70 percent slopes",19701
30,"Josephine family","Yes",465035,26549934,9,17,0.13,200,"159","Josephine family_moderately deep-Deep complex_5 to 35 slopes",25083
40,"Josephine family","Yes",465035,26549935,9,17,0.15,152,"159","Josephine family_moderately deep-Deep complex_5 to 35 slopes",25083
10,"Dystric Lithic Xerochrepts","No",465035,26549936,NA,NA,NA,NA,"159","Josephine family_moderately deep-Deep complex_5 to 35 slopes",25083
10,"Sites family","No",465035,26549937,NA,NA,NA,NA,"159","Josephine family_moderately deep-Deep complex_5 to 35 slopes",25083
10,"Sites family","No",465035,26549938,NA,NA,NA,NA,"159","Josephine family_moderately deep-Deep complex_5 to 35 slopes",25083
10,"Unnamed","No",465036,26549939,NA,NA,NA,NA,"160","Josephine family_moderately deep-Deep complex_35 to 7 0 percent slopes",10203
10,"Sites family","No",465036,26549940,NA,NA,NA,NA,"160","Josephine family_moderately deep-Deep complex_35 to 7 0 percent slopes",10203
10,"Sites family","No",465036,26549941,NA,NA,NA,NA,"160","Josephine family_moderately deep-Deep complex_35 to 7 0 percent slopes",10203
45,"Josephine","Yes",465036,26549942,9,17,0.15,152,"160","Josephine family_moderately deep-Deep complex_35 to 7 0 percent slopes",10203
25,"Josephine","Yes",465036,26549943,9,17,0.13,200,"160","Josephine family_moderately deep-Deep complex_35 to 7 0 percent slopes",10203
40,"Josephine family","Yes",465037,26549944,9,17,0.15,152,"162","Josephine-Sites families complex_moderately deep_35 to 70 percent slopes",3012
30,"Sites family","Yes",465037,26549945,4.97,18.6,0.15,152,"162","Josephine-Sites families complex_moderately deep_35 to 70 percent slopes",3012
10,"Unnamed","No",465037,26549946,NA,NA,NA,NA,"162","Josephine-Sites families complex_moderately deep_35 to 70 percent slopes",3012
10,"Sites family","No",465037,26549947,NA,NA,NA,NA,"162","Josephine-Sites families complex_moderately deep_35 to 70 percent slopes",3012
10,"Josephine family","No",465037,26549948,NA,NA,NA,NA,"162","Josephine-Sites families complex_moderately deep_35 to 70 percent slopes",3012
10,"Lithic Cryumbrepts","No",465038,26549949,NA,NA,NA,NA,"163","Lithic cryuopsamments-Entic Cryumbrepts-Rock outcrop co mplex_20 to 60 percent slopes",9802
10,"Andic Cryumbrepts","No",465038,26549950,NA,NA,NA,NA,"163","Lithic cryuopsamments-Entic Cryumbrepts-Rock outcrop co mplex_20 to 60 percent slopes",9802
25,"Entic Cryumbrepts","Yes",465038,26549951,92,5,0.06,152,"163","Lithic cryuopsamments-Entic Cryumbrepts-Rock outcrop co mplex_20 to 60 percent slopes",9802
25,"Rock outcrop","Yes",465038,26549952,0.21,NA,NA,25,"163","Lithic cryuopsamments-Entic Cryumbrepts-Rock outcrop co mplex_20 to 60 percent slopes",9802
30,"Lithic Cryopsamments","Yes",465038,26549953,81.92,4.58,0.06,63,"163","Lithic cryuopsamments-Entic Cryumbrepts-Rock outcrop co mplex_20 to 60 percent slopes",9802
20,"Inville family","Yes",465039,26549954,18.5,13.5,0.12,89,"164","Lithic Cryumbrepts-Inville family_moderately deep-Rock complex_10 to 50 percent slopes",19395
40,"Lithic Cryumbrepts","Yes",465039,26549955,42.47,15,0.15,38,"164","Lithic Cryumbrepts-Inville family_moderately deep-Rock complex_10 to 50 percent slopes",19395
15,"Rock outcrop","Yes",465039,26549956,0.21,NA,NA,25,"164","Lithic Cryumbrepts-Inville family_moderately deep-Rock complex_10 to 50 percent slopes",19395
5,"Windy family","No",465039,26549957,NA,NA,NA,NA,"164","Lithic Cryumbrepts-Inville family_moderately deep-Rock complex_10 to 50 percent slopes",19395
10,"Windy family","No",465039,26549958,NA,NA,NA,NA,"164","Lithic Cryumbrepts-Inville family_moderately deep-Rock complex_10 to 50 percent slopes",19395
10,"Inville family","No",465039,26549959,NA,NA,NA,NA,"164","Lithic Cryumbrepts-Inville family_moderately deep-Rock complex_10 to 50 percent slopes",19395
10,"Rubble land","No",465040,26549960,NA,NA,NA,NA,"165","Lithic Cryumbrepts-Rock outcrop complex_10 to 100 perc ent slopes",20565
10,"Andic Cryumbrepts","No",465040,26549961,NA,NA,NA,NA,"165","Lithic Cryumbrepts-Rock outcrop complex_10 to 100 perc ent slopes",20565
50,"Lithic Cryumbrepts","Yes",465040,26549962,42.47,15,0.15,38,"165","Lithic Cryumbrepts-Rock outcrop complex_10 to 100 perc ent slopes",20565
30,"Rock outcrop","Yes",465040,26549963,0.21,NA,NA,25,"165","Lithic Cryumbrepts-Rock outcrop complex_10 to 100 perc ent slopes",20565
40,"Lithic Cryumbrepts","Yes",465041,26549964,42.47,15,0.15,38,"166","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_5 to 35 percent slopes",9332
30,"Rock outcrop","Yes",465041,26549965,0.21,NA,NA,25,"166","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_5 to 35 percent slopes",9332
20,"Windy family","Yes",465041,26549966,28,15.78,0.08,152,"166","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_5 to 35 percent slopes",9332
5,"Unnamed","No",465041,26549967,NA,NA,NA,NA,"166","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_5 to 35 percent slopes",9332
5,"Lithic Xerumbrepts","No",465041,26549968,NA,NA,NA,NA,"166","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_5 to 35 percent slopes",9332
5,"Lithic Xerumbrepts","No",465042,26549969,NA,NA,NA,NA,"167","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_35 to 70 percent slopes",3747
10,"Windy family","No",465042,26549970,NA,NA,NA,NA,"167","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_35 to 70 percent slopes",3747
40,"Lithic Cryumbrepts","Yes",465042,26549971,42.47,15,0.15,38,"167","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_35 to 70 percent slopes",3747
25,"Rock outcrop","Yes",465042,26549972,0.21,NA,NA,25,"167","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_35 to 70 percent slopes",3747
20,"Windy family","Yes",465042,26549973,28,15.78,0.08,152,"167","Lithic Cryumbrepts-Rock outcrop-Windy family_moderatel y deep complex_35 to 70 percent slopes",3747
30,"Rock outcrop","Yes",465043,26549974,0.21,NA,NA,25,"168","Lithic Xeropsamments-Rock outcrop complex_5 to 70 perc ent slopes",6348
40,"Lithic Xeropsamments","Yes",465043,26549975,81.92,4.37,0.06,63,"168","Lithic Xeropsamments-Rock outcrop complex_5 to 70 perc ent slopes",6348
10,"Gerle family","No",465043,26549976,NA,NA,NA,NA,"168","Lithic Xeropsamments-Rock outcrop complex_5 to 70 perc ent slopes",6348
10,"Fiddletown family","No",465043,26549977,NA,NA,NA,NA,"168","Lithic Xeropsamments-Rock outcrop complex_5 to 70 perc ent slopes",6348
10,"Unnamed","No",465043,26549978,NA,NA,NA,NA,"168","Lithic Xeropsamments-Rock outcrop complex_5 to 70 perc ent slopes",6348
5,"Ovall family","No",465044,26549979,NA,NA,NA,NA,"170","Lithic Xerumbrepts-Fiddletown family_moderately deep-Rock outcrop complex_35 to 70 percent slopes",30649
5,"Holland family","No",465044,26549980,NA,NA,NA,NA,"170","Lithic Xerumbrepts-Fiddletown family_moderately deep-Rock outcrop complex_35 to 70 percent slopes",30649
10,"Dystric Xerumbrepts","No",465044,26549981,NA,NA,NA,NA,"170","Lithic Xerumbrepts-Fiddletown family_moderately deep-Rock outcrop complex_35 to 70 percent slopes",30649
40,"Lithic Xerumbrepts","Yes",465044,26549982,54.12,7,0.09,68,"170","Lithic Xerumbrepts-Fiddletown family_moderately deep-Rock outcrop complex_35 to 70 percent slopes",30649
20,"Fiddletown family","Yes",465044,26549983,28,12,0.11,152,"170","Lithic Xerumbrepts-Fiddletown family_moderately deep-Rock outcrop complex_35 to 70 percent slopes",30649
20,"Rock outcrop","Yes",465044,26549984,0.21,NA,NA,25,"170","Lithic Xerumbrepts-Fiddletown family_moderately deep-Rock outcrop complex_35 to 70 percent slopes",30649
30,"Holland family","Yes",465045,26549985,9,12.48,0.16,200,"171","Lithic Xerumbrepts-Holland family_deep_association_5 percent slopes",2493
50,"Lithic Xerumbrepts","Yes",465045,26549986,31.08,7,0.07,68,"171","Lithic Xerumbrepts-Holland family_deep_association_5 percent slopes",2493
10,"Holland family","No",465045,26549987,NA,NA,NA,NA,"171","Lithic Xerumbrepts-Holland family_deep_association_5 percent slopes",2493
10,"Rock outcrop","No",465045,26549988,NA,NA,NA,NA,"171","Lithic Xerumbrepts-Holland family_deep_association_5 percent slopes",2493
5,"Lithic Xeropsamments","No",465046,26549989,NA,NA,NA,NA,"172","Lithic Xerumbrepts-Holland family_deep_association_3 5 to 70 percent slopes",6359
10,"Holland family","No",465046,26549990,NA,NA,NA,NA,"172","Lithic Xerumbrepts-Holland family_deep_association_3 5 to 70 percent slopes",6359
10,"Ovall family","No",465046,26549991,NA,NA,NA,NA,"172","Lithic Xerumbrepts-Holland family_deep_association_3 5 to 70 percent slopes",6359
40,"Lithic Xerumbrepts","Yes",465046,26549992,31.08,7,0.07,68,"172","Lithic Xerumbrepts-Holland family_deep_association_3 5 to 70 percent slopes",6359
35,"Holland family","Yes",465046,26549993,9,12.48,0.16,200,"172","Lithic Xerumbrepts-Holland family_deep_association_3 5 to 70 percent slopes",6359
30,"Rock outcrop","Yes",465047,26549994,0.21,NA,NA,25,"173","Lithic Xerumbrepts-Rock outcrop complex_5 to 35 percen t slopes",1309
55,"Lithic Xerumbrepts","Yes",465047,26549995,39,15,0.09,50,"173","Lithic Xerumbrepts-Rock outcrop complex_5 to 35 percen t slopes",1309
5,"Unnamed","No",465047,26549996,NA,NA,NA,NA,"173","Lithic Xerumbrepts-Rock outcrop complex_5 to 35 percen t slopes",1309
10,"Unnamed","No",465047,26549997,NA,NA,NA,NA,"173","Lithic Xerumbrepts-Rock outcrop complex_5 to 35 percen t slopes",1309
5,"Unnamed","No",465048,26549998,NA,NA,NA,NA,"174","Lithic Xerumbrepts-Rock outcrop complex_35 to 70 perce nt slopes",10940
10,"Unnamed","No",465048,26549999,NA,NA,NA,NA,"174","Lithic Xerumbrepts-Rock outcrop complex_35 to 70 perce nt slopes",10940
55,"Lithic Xerumbrepts","Yes",465048,26550000,31.08,7,0.07,68,"174","Lithic Xerumbrepts-Rock outcrop complex_35 to 70 perce nt slopes",10940
30,"Rock outcrop","Yes",465048,26550001,0.21,NA,NA,25,"174","Lithic Xerumbrepts-Rock outcrop complex_35 to 70 perce nt slopes",10940
20,"McCarthy family","Yes",465049,26550002,28,15,0.09,114,"175","Lithic Xerumbrepts-Rock outcrop-McCarthy family_modera tely deep complex_5 to 60 percent slopes",20348
20,"Rock outcrop","Yes",465049,26550003,0.21,NA,NA,25,"175","Lithic Xerumbrepts-Rock outcrop-McCarthy family_modera tely deep complex_5 to 60 percent slopes",20348
40,"Lithic Xerumbrepts","Yes",465049,26550004,39,15,0.15,50,"175","Lithic Xerumbrepts-Rock outcrop-McCarthy family_modera tely deep complex_5 to 60 percent slopes",20348
10,"Unnamed","No",465049,26550005,NA,NA,NA,NA,"175","Lithic Xerumbrepts-Rock outcrop-McCarthy family_modera tely deep complex_5 to 60 percent slopes",20348
10,"McCarthy family","No",465049,26550006,NA,NA,NA,NA,"175","Lithic Xerumbrepts-Rock outcrop-McCarthy family_modera tely deep complex_5 to 60 percent slopes",20348
12,"Rock outcrop","No",465050,26550007,NA,NA,NA,NA,"176","McCarthy family_deep-Moderately deep complex_5 to 35 percent slopes",14944
13,"Lithic Xerumbrepts","No",465050,26550008,NA,NA,NA,NA,"176","McCarthy family_deep-Moderately deep complex_5 to 35 percent slopes",14944
20,"McCarthy family","Yes",465050,26550009,28,15,0.09,114,"176","McCarthy family_deep-Moderately deep complex_5 to 35 percent slopes",14944
55,"McCarthy family","Yes",465050,26550010,28,18.92,0.09,152,"176","McCarthy family_deep-Moderately deep complex_5 to 35 percent slopes",14944
25,"McCarthy family","Yes",465051,26550011,28,15,0.09,114,"177","McCarthy family_deep-Moderately deep complex_35 to 50 slopes",1538
50,"McCarthy family","Yes",465051,26550012,28,18.92,0.09,152,"177","McCarthy family_deep-Moderately deep complex_35 to 50 slopes",1538
5,"Holland family","No",465051,26550013,NA,NA,NA,NA,"177","McCarthy family_deep-Moderately deep complex_35 to 50 slopes",1538
10,"Rock outcrop","No",465051,26550014,NA,NA,NA,NA,"177","McCarthy family_deep-Moderately deep complex_35 to 50 slopes",1538
10,"Lithic Xerumbrepts","No",465051,26550015,NA,NA,NA,NA,"177","McCarthy family_deep-Moderately deep complex_35 to 50 slopes",1538
10,"Rock outcrop","No",465052,26550016,NA,NA,NA,NA,"178","McCarthy_deep-Moderately deep-Holland_dark surface fa milies complex_5 to 35 percent slopes",5314
10,"Lithic Xerumbrepts","No",465052,26550017,NA,NA,NA,NA,"178","McCarthy_deep-Moderately deep-Holland_dark surface fa milies complex_5 to 35 percent slopes",5314
40,"McCarthy family","Yes",465052,26550018,28,18.92,0.09,152,"178","McCarthy_deep-Moderately deep-Holland_dark surface fa milies complex_5 to 35 percent slopes",5314
20,"McCarthy family","Yes",465052,26550019,28,15,0.09,114,"178","McCarthy_deep-Moderately deep-Holland_dark surface fa milies complex_5 to 35 percent slopes",5314
20,"Holland family","Yes",465052,26550020,9,13.5,0.16,137,"178","McCarthy_deep-Moderately deep-Holland_dark surface fa milies complex_5 to 35 percent slopes",5314
25,"McCarthy family","Yes",465053,26550021,28,18.92,0.09,152,"179","McCarthy family_moderately deep-Deep complex_5 to 35 percent slopes",12025
60,"McCarthy family","Yes",465053,26550022,28,15,0.09,114,"179","McCarthy family_moderately deep-Deep complex_5 to 35 percent slopes",12025
5,"Rock outcrop","No",465053,26550023,NA,NA,NA,NA,"179","McCarthy family_moderately deep-Deep complex_5 to 35 percent slopes",12025
10,"Lithic Xerumbrepts","No",465053,26550024,NA,NA,NA,NA,"179","McCarthy family_moderately deep-Deep complex_5 to 35 percent slopes",12025
10,"Rock outcrop","No",465054,26550025,NA,NA,NA,NA,"180","McCarthy family_moderately deep-Deep complex_35 to 60 slopes",3856
10,"Lithic Xerumbrepts","No",465054,26550026,NA,NA,NA,NA,"180","McCarthy family_moderately deep-Deep complex_35 to 60 slopes",3856
50,"McCarthy family","Yes",465054,26550027,28,15,0.09,114,"180","McCarthy family_moderately deep-Deep complex_35 to 60 slopes",3856
30,"McCarthy family","Yes",465054,26550028,28,18.92,0.09,152,"180","McCarthy family_moderately deep-Deep complex_35 to 60 slopes",3856
50,"McCarthy family","Yes",465055,26550029,28,15,0.09,114,"181","McCarthy family_moderately deep-Rock outcrop associati on_5 to 35 percent slopes",1365
25,"Rock outcrop","Yes",465055,26550030,0.21,NA,NA,25,"181","McCarthy family_moderately deep-Rock outcrop associati on_5 to 35 percent slopes",1365
5,"Unnamed","No",465055,26550031,NA,NA,NA,NA,"181","McCarthy family_moderately deep-Rock outcrop associati on_5 to 35 percent slopes",1365
10,"McCarthy family","No",465055,26550032,NA,NA,NA,NA,"181","McCarthy family_moderately deep-Rock outcrop associati on_5 to 35 percent slopes",1365
10,"Lithic Xerumbrepts","No",465055,26550033,NA,NA,NA,NA,"181","McCarthy family_moderately deep-Rock outcrop associati on_5 to 35 percent slopes",1365
5,"Unnamed","No",465056,26550034,NA,NA,NA,NA,"182","Pinole-Holland_deep families association_5 to 35 perc ent slope s",2932
5,"Unnamed","No",465056,26550035,NA,NA,NA,NA,"182","Pinole-Holland_deep families association_5 to 35 perc ent slope s",2932
10,"Josephine family","No",465056,26550036,NA,NA,NA,NA,"182","Pinole-Holland_deep families association_5 to 35 perc ent slope s",2932
30,"Holland family","Yes",465056,26550037,9,12.48,0.16,200,"182","Pinole-Holland_deep families association_5 to 35 perc ent slope s",2932
50,"Pinole family","Yes",465056,26550038,6.23,15,0.16,200,"182","Pinole-Holland_deep families association_5 to 35 perc ent slope s",2932
85,"Rock outcrop","Yes",465057,26550039,0.21,NA,NA,25,"183","Rock outcrop",131577
5,"Unnamed","No",465057,26550040,NA,NA,NA,NA,"183","Rock outcrop",131577
10,"Unnamed","No",465057,26550041,NA,NA,NA,NA,"183","Rock outcrop",131577
10,"Lithic Cryopsamments","No",465058,26550042,NA,NA,NA,NA,"184","Rock outcrop-Entic Cryumbrepts complex_10 to 50 percen t slopes",9505
30,"Entic Cryumbrepts","Yes",465058,26550043,92,5,0.06,152,"184","Rock outcrop-Entic Cryumbrepts complex_10 to 50 percen t slopes",9505
60,"Rock outcrop","Yes",465058,26550044,0.21,NA,NA,25,"184","Rock outcrop-Entic Cryumbrepts complex_10 to 50 percen t slopes",9505
30,"Fiddletown family","Yes",465059,26550045,28,12,0.11,152,"185","Rock outcrop-Fiddletown family_moderately deep complex _35 to 70 percent slopes",8870
50,"Rock outcrop","Yes",465059,26550046,0.21,NA,NA,25,"185","Rock outcrop-Fiddletown family_moderately deep complex _35 to 70 percent slopes",8870
5,"Unnamed","No",465059,26550047,NA,NA,NA,NA,"185","Rock outcrop-Fiddletown family_moderately deep complex _35 to 70 percent slopes",8870
5,"Holland family","No",465059,26550048,NA,NA,NA,NA,"185","Rock outcrop-Fiddletown family_moderately deep complex _35 to 70 percent slopes",8870
10,"Lithic Xerumbrepts","No",465059,26550049,NA,NA,NA,NA,"185","Rock outcrop-Fiddletown family_moderately deep complex _35 to 70 percent slopes",8870
5,"Gerle family","No",465060,26550050,NA,NA,NA,NA,"186","Rock outcrop-Gerle family_bouldery complex_5 to 35 pe rcent slopes",10194
5,"Gerle family","No",465060,26550051,NA,NA,NA,NA,"186","Rock outcrop-Gerle family_bouldery complex_5 to 35 pe rcent slopes",10194
10,"Lithic Xeropsamments","No",465060,26550052,NA,NA,NA,NA,"186","Rock outcrop-Gerle family_bouldery complex_5 to 35 pe rcent slopes",10194
15,"Gerle family","Yes",465060,26550053,28,8.75,0.11,152,"186","Rock outcrop-Gerle family_bouldery complex_5 to 35 pe rcent slopes",10194
60,"Rock outcrop","Yes",465060,26550054,0.21,NA,NA,25,"186","Rock outcrop-Gerle family_bouldery complex_5 to 35 pe rcent slopes",10194
60,"Rock outcrop","Yes",465061,26550055,0.21,NA,NA,25,"187","Rock outcrop-Gerle family_bouldery complex_35 to 50 p ercent sl slopes",3958
15,"Gerle family","Yes",465061,26550056,28,8.75,0.11,152,"187","Rock outcrop-Gerle family_bouldery complex_35 to 50 p ercent sl slopes",3958
5,"Gerle family","No",465061,26550057,NA,NA,NA,NA,"187","Rock outcrop-Gerle family_bouldery complex_35 to 50 p ercent sl slopes",3958
10,"Gerle family","No",465061,26550058,NA,NA,NA,NA,"187","Rock outcrop-Gerle family_bouldery complex_35 to 50 p ercent sl slopes",3958
10,"Lithic Xeropsamments","No",465061,26550059,NA,NA,NA,NA,"187","Rock outcrop-Gerle family_bouldery complex_35 to 50 p ercent sl slopes",3958
10,"Sites family","No",465062,26550060,NA,NA,NA,NA,"188","Sites family_deep_5 to 35 percent slopes",2309
10,"Josephine family","No",465062,26550061,NA,NA,NA,NA,"188","Sites family_deep_5 to 35 percent slopes",2309
10,"Unnamed","No",465062,26550062,NA,NA,NA,NA,"188","Sites family_deep_5 to 35 percent slopes",2309
70,"Sites family","Yes",465062,26550063,5.85,20,0.14,162,"188","Sites family_deep_5 to 35 percent slopes",2309
50,"Sites family","Yes",465063,26550064,4.97,18.6,0.15,152,"189","Sites familiy_moderately deep-Deep complex_5 to 35 pe rcent slopes",2385
30,"Sites family","Yes",465063,26550065,5.85,20,0.14,200,"189","Sites familiy_moderately deep-Deep complex_5 to 35 pe rcent slopes",2385
5,"Holland family","No",465063,26550066,NA,NA,NA,NA,"189","Sites familiy_moderately deep-Deep complex_5 to 35 pe rcent slopes",2385
5,"Rock outcrop","No",465063,26550067,NA,NA,NA,NA,"189","Sites familiy_moderately deep-Deep complex_5 to 35 pe rcent slopes",2385
5,"Josephine family","No",465063,26550068,NA,NA,NA,NA,"189","Sites familiy_moderately deep-Deep complex_5 to 35 pe rcent slopes",2385
5,"Unnamed","No",465063,26550069,NA,NA,NA,NA,"189","Sites familiy_moderately deep-Deep complex_5 to 35 pe rcent slopes",2385
5,"Rock outcrop","No",465064,26550070,NA,NA,NA,NA,"190","Ultic Haploxeralfs-Red Bluff family complex_35 to 60 p ercent slopes",8206
5,"Lithic Xerumbrepts","No",465064,26550071,NA,NA,NA,NA,"190","Ultic Haploxeralfs-Red Bluff family complex_35 to 60 p ercent slopes",8206
60,"Ultic Haploxeralfs","Yes",465064,26550072,17.31,12,0.14,152,"190","Ultic Haploxeralfs-Red Bluff family complex_35 to 60 p ercent slopes",8206
30,"Red Bluff family","Yes",465064,26550073,3.33,15.42,0.16,200,"190","Ultic Haploxeralfs-Red Bluff family complex_35 to 60 p ercent slopes",8206
30,"Ovall family","Yes",465065,26550074,28,8.08,0.13,109,"191","Wilder-Ovall familis complex_5 to 35 percent slopes",12874
50,"Wilder family","Yes",465065,26550075,28,9.46,0.13,304,"191","Wilder-Ovall familis complex_5 to 35 percent slopes",12874
10,"Fiddletown family","No",465065,26550076,NA,NA,NA,NA,"191","Wilder-Ovall familis complex_5 to 35 percent slopes",12874
10,"Josephine family","No",465065,26550077,NA,NA,NA,NA,"191","Wilder-Ovall familis complex_5 to 35 percent slopes",12874
10,"Fiddletown family","No",465066,26550078,NA,NA,NA,NA,"192","Wilder-Ovall families complex_35 to 50 percent slopes",5430
10,"Josephine family","No",465066,26550079,NA,NA,NA,NA,"192","Wilder-Ovall families complex_35 to 50 percent slopes",5430
50,"Wilder family","Yes",465066,26550080,28,9.46,0.13,200,"192","Wilder-Ovall families complex_35 to 50 percent slopes",5430
