"comppct.r","compname","majcompflag","mukey","cokey","ksat","cec","awc","total_depth","musym","muname","muacres"
10,"Cohasset","No",459980,26882642,NA,NA,NA,NA,"CwF","Cone very stony loam_moderately deep_15 to 60 percent slopes",775
3,"Guenoc","No",459980,26882643,NA,NA,NA,NA,"CwF","Cone very stony loam_moderately deep_15 to 60 percent slopes",775
2,"Toomes","No",459980,26882644,NA,NA,NA,NA,"CwF","Cone very stony loam_moderately deep_15 to 60 percent slopes",775
85,"Corbett","Yes",459981,26882645,92,7.5,0.07,71,"CxE","Corbett loamy coarse sand_15 to 50 percent slopes",1474
8,"Unnamed","No",459981,26882646,NA,NA,NA,NA,"CxE","Corbett loamy coarse sand_15 to 50 percent slopes",1474
4,"Chaix","No",459981,26882647,NA,NA,NA,NA,"CxE","Corbett loamy coarse sand_15 to 50 percent slopes",1474
3,"Holland","No",459981,26882648,NA,NA,NA,NA,"CxE","Corbett loamy coarse sand_15 to 50 percent slopes",1474
85,"Corbett","Yes",459982,26882649,92,7.5,0.07,61,"CxF3","Corbett loamy coarse sand_30 to 70 percent slopes_severely eroded",6006
8,"Unnamed","No",459982,26882650,NA,NA,NA,NA,"CxF3","Corbett loamy coarse sand_30 to 70 percent slopes_severely eroded",6006
4,"Chaix","No",459982,26882651,NA,NA,NA,NA,"CxF3","Corbett loamy coarse sand_30 to 70 percent slopes_severely eroded",6006
3,"Holland","No",459982,26882652,NA,NA,NA,NA,"CxF3","Corbett loamy coarse sand_30 to 70 percent slopes_severely eroded",6006
85,"Corbett","Yes",459983,26882653,92,7.5,0.07,71,"CxG","Corbett loamy coarse sand_50 to 80 percent slopes",9901
8,"Unnamed","No",459983,26882654,NA,NA,NA,NA,"CxG","Corbett loamy coarse sand_50 to 80 percent slopes",9901
7,"Chaix","No",459983,26882655,NA,NA,NA,NA,"CxG","Corbett loamy coarse sand_50 to 80 percent slopes",9901
65,"Corbett","Yes",459984,26882656,92,7.5,0.07,71,"CyG","Corbett very rocky loamy coarse sand_30 to 80 percent slopes",628
20,"Rock outcrop","No",459984,26882657,71,NA,0,10,"CyG","Corbett very rocky loamy coarse sand_30 to 80 percent slopes",628
8,"Unnamed","No",459984,26882658,NA,NA,NA,NA,"CyG","Corbett very rocky loamy coarse sand_30 to 80 percent slopes",628
7,"Chaix","No",459984,26882659,NA,NA,NA,NA,"CyG","Corbett very rocky loamy coarse sand_30 to 80 percent slopes",628
85,"Diamond Springs","Yes",459985,26882660,7.49,NA,0.12,137,"DfD2","Diamond Springs very stony sandy loam_8 to 30 percent slopes_eroded",2605
10,"Kanaka","No",459985,26882661,NA,NA,NA,NA,"DfD2","Diamond Springs very stony sandy loam_8 to 30 percent slopes_eroded",2605
5,"Unnamed","No",459985,26882662,NA,NA,NA,NA,"DfD2","Diamond Springs very stony sandy loam_8 to 30 percent slopes_eroded",2605
70,"Diamond Springs","Yes",459986,26882663,7.49,NA,0.12,137,"DgE2","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_eroded",2544
2,"Aiken","No",459986,26882664,NA,NA,NA,NA,"DgE2","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_eroded",2544
3,"Goulding","No",459986,26882665,NA,NA,NA,NA,"DgE2","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_eroded",2544
10,"Kanaka","No",459986,26882666,NA,NA,NA,NA,"DgE2","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_eroded",2544
15,"Rock outcrop","Yes",459986,26882667,71,NA,NA,10,"DgE2","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_eroded",2544
70,"Diamond Springs","Yes",459987,26882668,4.97,NA,0.14,86,"DgE3","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_severely eroded",2254
2,"Aiken","No",459987,26882669,NA,NA,NA,NA,"DgE3","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_severely eroded",2254
3,"Goulding","No",459987,26882670,NA,NA,NA,NA,"DgE3","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_severely eroded",2254
10,"Kanaka","No",459987,26882671,NA,NA,NA,NA,"DgE3","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_severely eroded",2254
15,"Rock outcrop","Yes",459987,26882672,71,NA,0,10,"DgE3","Diamond Springs very rocky sandy loam_30 to 50 percent slopes_severely eroded",2254
85,"Forward","Yes",459988,26882673,28,8.3,0.11,66,"FaD","Forward sandy loam_5 to 30 percent slopes",1636
5,"Nanny","No",459988,26882674,NA,NA,NA,NA,"FaD","Forward sandy loam_5 to 30 percent slopes",1636
5,"Cohasset","No",459988,26882675,NA,NA,NA,NA,"FaD","Forward sandy loam_5 to 30 percent slopes",1636
5,"Aiken","No",459988,26882676,NA,NA,NA,NA,"FaD","Forward sandy loam_5 to 30 percent slopes",1636
85,"Forward","Yes",459989,26882677,28,8.93,0.11,66,"FaE","Forward sandy loam_30 to 50 percent slopes",3037
5,"Aiken","No",459989,26882678,NA,NA,NA,NA,"FaE","Forward sandy loam_30 to 50 percent slopes",3037
5,"Cohasset","No",459989,26882679,NA,NA,NA,NA,"FaE","Forward sandy loam_30 to 50 percent slopes",3037
5,"Nanny","No",459989,26882680,NA,NA,NA,NA,"FaE","Forward sandy loam_30 to 50 percent slopes",3037
85,"Forward","Yes",459990,26882681,28,10,0.12,112,"FdD","Forward sandy loam_deep_0 to 30 percent slopes",1107
5,"Aiken","No",459990,26882682,NA,NA,NA,NA,"FdD","Forward sandy loam_deep_0 to 30 percent slopes",1107
5,"Cohasset","No",459990,26882683,NA,NA,NA,NA,"FdD","Forward sandy loam_deep_0 to 30 percent slopes",1107
5,"Nanny","No",459990,26882684,NA,NA,NA,NA,"FdD","Forward sandy loam_deep_0 to 30 percent slopes",1107
85,"Gaviota","Yes",459991,26882685,25.16,15,0.1,53,"GaC","Gaviota fine sandy loam_3 to 15 percent slopes",524
5,"Lodo","No",459991,26882686,NA,NA,NA,NA,"GaC","Gaviota fine sandy loam_3 to 15 percent slopes",524
5,"Millsap","No",459991,26882687,NA,NA,NA,NA,"GaC","Gaviota fine sandy loam_3 to 15 percent slopes",524
5,"Millsholm","No",459991,26882688,NA,NA,NA,NA,"GaC","Gaviota fine sandy loam_3 to 15 percent slopes",524
85,"Gaviota","Yes",459992,26882689,25.16,15,0.1,53,"GaD","Gaviota fine sandy loam_15 to 30 percent slopes",644
5,"Lodo","No",459992,26882690,NA,NA,NA,NA,"GaD","Gaviota fine sandy loam_15 to 30 percent slopes",644
5,"Millsap","No",459992,26882691,NA,NA,NA,NA,"GaD","Gaviota fine sandy loam_15 to 30 percent slopes",644
5,"Millsholm","No",459992,26882692,NA,NA,NA,NA,"GaD","Gaviota fine sandy loam_15 to 30 percent slopes",644
65,"Gaviota","Yes",459993,26882693,25.16,15,0.1,53,"GbD","Gaviota very rocky sandy loam_0 to 30 percent slopes",4671
5,"Lodo","No",459993,26882694,NA,NA,NA,NA,"GbD","Gaviota very rocky sandy loam_0 to 30 percent slopes",4671
5,"Millsap","No",459993,26882695,NA,NA,NA,NA,"GbD","Gaviota very rocky sandy loam_0 to 30 percent slopes",4671
5,"Millsholm","No",459993,26882696,NA,NA,NA,NA,"GbD","Gaviota very rocky sandy loam_0 to 30 percent slopes",4671
20,"Rock outcrop","Yes",459993,26882697,71,NA,0,10,"GbD","Gaviota very rocky sandy loam_0 to 30 percent slopes",4671
65,"Gaviota","Yes",459994,26882698,23.77,15,0.09,48,"GbE2","Gaviota very rocky sandy loam_30 to 50 percent slopes_eroded",629
5,"Lodo","No",459994,26882699,NA,NA,NA,NA,"GbE2","Gaviota very rocky sandy loam_30 to 50 percent slopes_eroded",629
5,"Millsholm","No",459994,26882700,NA,NA,NA,NA,"GbE2","Gaviota very rocky sandy loam_30 to 50 percent slopes_eroded",629
5,"Millsap","No",459994,26882701,NA,NA,NA,NA,"GbE2","Gaviota very rocky sandy loam_30 to 50 percent slopes_eroded",629
20,"Rock outcrop","Yes",459994,26882702,71,NA,0,10,"GbE2","Gaviota very rocky sandy loam_30 to 50 percent slopes_eroded",629
85,"Goulding","Yes",459995,26882703,20.16,15,0.1,51,"GdD","Goulding very stony loam_10 to 30 percent slopes",6995
10,"Auburn","No",459995,26882704,NA,NA,NA,NA,"GdD","Goulding very stony loam_10 to 30 percent slopes",6995
5,"Diamond Springs","No",459995,26882705,NA,NA,NA,NA,"GdD","Goulding very stony loam_10 to 30 percent slopes",6995
10,"Auburn","No",459996,26882706,NA,NA,NA,NA,"GeE2","Goulding very rocky loam_30 to 50 percent slopes_eroded",9856
5,"Diamond Springs","No",459996,26882707,NA,NA,NA,NA,"GeE2","Goulding very rocky loam_30 to 50 percent slopes_eroded",9856
65,"Goulding","Yes",459996,26882708,20.16,15.79,0.1,51,"GeE2","Goulding very rocky loam_30 to 50 percent slopes_eroded",9856
20,"Rock outcrop","Yes",459996,26882709,71,NA,0,25,"GeE2","Goulding very rocky loam_30 to 50 percent slopes_eroded",9856
10,"Auburn","No",459997,26882710,NA,NA,NA,NA,"GeF2","Goulding very rocky loam_50 to 70 percent slopes_eroded",13042
5,"Diamond Springs","No",459997,26882711,NA,NA,NA,NA,"GeF2","Goulding very rocky loam_50 to 70 percent slopes_eroded",13042
65,"Goulding","Yes",459997,26882712,20.16,15,0.1,51,"GeF2","Goulding very rocky loam_50 to 70 percent slopes_eroded",13042
20,"Rock outcrop","Yes",459997,26882713,71,NA,0,25,"GeF2","Goulding very rocky loam_50 to 70 percent slopes_eroded",13042
80,"Gravel pits","Yes",459998,26882714,92,NA,0.02,152,"Gp","Gravel pits",447
10,"Cobbly alluvial land","No",459998,26882715,NA,NA,NA,NA,"Gp","Gravel pits",447
2,"Anderson","No",459998,26882716,NA,NA,NA,NA,"Gp","Gravel pits",447
2,"Reiff","No",459998,26882717,NA,NA,NA,NA,"Gp","Gravel pits",447
3,"Cobbly alluvial land","No",459998,26882718,NA,NA,NA,NA,"Gp","Gravel pits",447
3,"Tailings and placer diggings","No",459998,26882719,NA,NA,NA,NA,"Gp","Gravel pits",447
85,"Guenoc","Yes",459999,26882720,4.34,17.5,0.13,64,"GsD","Guenoc very stony loam_0 to 30 percent slopes",8037
3,"Aiken","No",459999,26882721,NA,NA,NA,NA,"GsD","Guenoc very stony loam_0 to 30 percent slopes",8037
7,"Supan","No",459999,26882722,NA,NA,NA,NA,"GsD","Guenoc very stony loam_0 to 30 percent slopes",8037
5,"Unnamed","No",459999,26882723,NA,NA,NA,NA,"GsD","Guenoc very stony loam_0 to 30 percent slopes",8037
70,"Guenoc","Yes",460000,26882724,4.34,16.85,0.13,69,"GuD","Guenoc very rocky loam_0 to 30 percent slopes",28224
3,"Aiken","No",460000,26882725,NA,NA,NA,NA,"GuD","Guenoc very rocky loam_0 to 30 percent slopes",28224
5,"Supan","No",460000,26882726,NA,NA,NA,NA,"GuD","Guenoc very rocky loam_0 to 30 percent slopes",28224
7,"Toomes","No",460000,26882727,NA,NA,NA,NA,"GuD","Guenoc very rocky loam_0 to 30 percent slopes",28224
15,"Rock outcrop","Yes",460000,26882728,71,NA,0,25,"GuD","Guenoc very rocky loam_0 to 30 percent slopes",28224
70,"Guenoc","Yes",460001,26882729,4.34,17.5,0.13,69,"GuE","Guenoc very rocky loam_30 to 50 percent slopes",2764
5,"Aiken","No",460001,26882730,NA,NA,NA,NA,"GuE","Guenoc very rocky loam_30 to 50 percent slopes",2764
5,"Supan","No",460001,26882731,NA,NA,NA,NA,"GuE","Guenoc very rocky loam_30 to 50 percent slopes",2764
5,"Toomes","No",460001,26882732,NA,NA,NA,NA,"GuE","Guenoc very rocky loam_30 to 50 percent slopes",2764
15,"Rock outcrop","Yes",460001,26882733,71,NA,0,10,"GuE","Guenoc very rocky loam_30 to 50 percent slopes",2764
65,"Henneke","Yes",460002,26882734,5.4,22.38,0.08,51,"HaF","Henneke very rocky loam_15 to 60 percent slopes",1343
10,"Unnamed","No",460002,26882735,NA,NA,NA,NA,"HaF","Henneke very rocky loam_15 to 60 percent slopes",1343
5,"Landslides","No",460002,26882736,NA,NA,NA,NA,"HaF","Henneke very rocky loam_15 to 60 percent slopes",1343
20,"Rock outcrop","Yes",460002,26882737,71,NA,0,25,"HaF","Henneke very rocky loam_15 to 60 percent slopes",1343
85,"Hillgate","Yes",460003,26882738,3.73,23,0.1,203,"Hb","Hillgate loam",2226
8,"Unnamed","No",460003,26882739,NA,NA,NA,NA,"Hb","Hillgate loam",2226
7,"Tehama","No",460003,26882740,NA,NA,NA,NA,"Hb","Hillgate loam",2226
85,"Holland","Yes",460004,26882741,14.7,17.5,0.15,152,"HcE","Holland sandy loam_15 to 50 percent slopes",1694
5,"Unnamed","No",460004,26882742,NA,NA,NA,NA,"HcE","Holland sandy loam_15 to 50 percent slopes",1694
3,"Auburn","No",460004,26882743,NA,NA,NA,NA,"HcE","Holland sandy loam_15 to 50 percent slopes",1694
7,"Chaix","No",460004,26882744,NA,NA,NA,NA,"HcE","Holland sandy loam_15 to 50 percent slopes",1694
85,"Holland","Yes",460005,26882745,14.7,17.5,0.15,152,"HcF","Holland sandy loam_50 to 70 percent slopes",364
5,"Unnamed","No",460005,26882746,NA,NA,NA,NA,"HcF","Holland sandy loam_50 to 70 percent slopes",364
5,"Auberry","No",460005,26882747,NA,NA,NA,NA,"HcF","Holland sandy loam_50 to 70 percent slopes",364
5,"Chaix","No",460005,26882748,NA,NA,NA,NA,"HcF","Holland sandy loam_50 to 70 percent slopes",364
85,"Honcut","Yes",460006,26882749,28,7.5,0.15,152,"Hd","Honcut loam",760
7,"Anderson","No",460006,26882750,NA,NA,NA,NA,"Hd","Honcut loam",760
8,"Churn","No",460006,26882751,NA,NA,NA,NA,"Hd","Honcut loam",760
85,"Honcut","Yes",460007,26882752,28,7.5,0.13,152,"He","Honcut gravelly loam",965
7,"Anderson","No",460007,26882753,NA,NA,NA,NA,"He","Honcut gravelly loam",965
8,"Churn","No",460007,26882754,NA,NA,NA,NA,"He","Honcut gravelly loam",965
85,"Honcut","Yes",460008,26882755,28,7.5,0.13,152,"Hf","Honcut gravelly loam_deep",321
5,"Unnamed","No",460008,26882756,NA,NA,NA,NA,"Hf","Honcut gravelly loam_deep",321
5,"Churn","No",460008,26882757,NA,NA,NA,NA,"Hf","Honcut gravelly loam_deep",321
5,"Anderson","No",460008,26882758,NA,NA,NA,NA,"Hf","Honcut gravelly loam_deep",321
85,"Honn","Yes",460009,26882759,8.12,8.55,0.12,142,"HgA","Honn fine sandy loam_0 to 3 percent slopes",444
5,"Unnamed","No",460009,26882760,NA,NA,NA,NA,"HgA","Honn fine sandy loam_0 to 3 percent slopes",444
5,"Anderson","No",460009,26882761,NA,NA,NA,NA,"HgA","Honn fine sandy loam_0 to 3 percent slopes",444
5,"Hillgate","No",460009,26882762,NA,NA,NA,NA,"HgA","Honn fine sandy loam_0 to 3 percent slopes",444
85,"Honn","Yes",460010,26882763,8.12,8.55,0.12,142,"HgB","Honn fine sandy loam_3 to 8 percent slopes",252
5,"Unnamed","No",460010,26882764,NA,NA,NA,NA,"HgB","Honn fine sandy loam_3 to 8 percent slopes",252
5,"Anderson","No",460010,26882765,NA,NA,NA,NA,"HgB","Honn fine sandy loam_3 to 8 percent slopes",252
5,"Hillgate","No",460010,26882766,NA,NA,NA,NA,"HgB","Honn fine sandy loam_3 to 8 percent slopes",252
85,"Honn","Yes",460011,26882767,8.12,8.55,0.1,142,"HhA","Honn gravelly sandy loam_0 to 3 percent slopes",620
2,"Cobbly alluvial land","No",460011,26882768,NA,NA,NA,NA,"HhA","Honn gravelly sandy loam_0 to 3 percent slopes",620
2,"Molinos","No",460011,26882769,NA,NA,NA,NA,"HhA","Honn gravelly sandy loam_0 to 3 percent slopes",620
5,"Anderson","No",460011,26882770,NA,NA,NA,NA,"HhA","Honn gravelly sandy loam_0 to 3 percent slopes",620
4,"Unnamed","No",460011,26882771,NA,NA,NA,NA,"HhA","Honn gravelly sandy loam_0 to 3 percent slopes",620
2,"Molinos","No",460011,26882772,NA,NA,NA,NA,"HhA","Honn gravelly sandy loam_0 to 3 percent slopes",620
85,"Igo","Yes",460012,26882773,3.24,11.93,0.05,152,"IaB","Igo gravelly loam_0 to 8 percent slopes",6483
5,"Unnamed","No",460012,26882774,NA,NA,NA,NA,"IaB","Igo gravelly loam_0 to 8 percent slopes",6483
5,"Keefers","No",460012,26882775,NA,NA,NA,NA,"IaB","Igo gravelly loam_0 to 8 percent slopes",6483
5,"Tuscan","No",460012,26882776,NA,NA,NA,NA,"IaB","Igo gravelly loam_0 to 8 percent slopes",6483
85,"Inks","Yes",460013,26882777,8.65,13.12,0.11,58,"IbD","Inks gravelly loam_8 to 30 percent slopes",4447
5,"Tuscan","No",460013,26882778,NA,NA,NA,NA,"IbD","Inks gravelly loam_8 to 30 percent slopes",4447
5,"Supan","No",460013,26882779,NA,NA,NA,NA,"IbD","Inks gravelly loam_8 to 30 percent slopes",4447
5,"Pentz","No",460013,26882780,NA,NA,NA,NA,"IbD","Inks gravelly loam_8 to 30 percent slopes",4447
85,"Inks","Yes",460014,26882781,8.65,13.12,0.09,58,"IdD","Inks very stony loam_3 to 30 percent slopes",1251
5,"Pentz","No",460014,26882782,NA,NA,NA,NA,"IdD","Inks very stony loam_3 to 30 percent slopes",1251
5,"Supan","No",460014,26882783,NA,NA,NA,NA,"IdD","Inks very stony loam_3 to 30 percent slopes",1251
5,"Tuscan","No",460014,26882784,NA,NA,NA,NA,"IdD","Inks very stony loam_3 to 30 percent slopes",1251
85,"Inks","Yes",460015,26882785,8.65,13.12,0.09,58,"IdE","Inks very stony loam_30 to 50 percent slopes",816
5,"Pentz","No",460015,26882786,NA,NA,NA,NA,"IdE","Inks very stony loam_30 to 50 percent slopes",816
5,"Supan","No",460015,26882787,NA,NA,NA,NA,"IdE","Inks very stony loam_30 to 50 percent slopes",816
5,"Tuscan","No",460015,26882788,NA,NA,NA,NA,"IdE","Inks very stony loam_30 to 50 percent slopes",816
50,"Inks","Yes",460016,26882789,8.65,13.12,0.11,58,"IeD","Inks-Pentz complex_5 to 30 percent slopes",1100
35,"Pentz","Yes",460016,26882790,25.98,7.5,0.1,56,"IeD","Inks-Pentz complex_5 to 30 percent slopes",1100
10,"Supan","No",460016,26882791,NA,NA,NA,NA,"IeD","Inks-Pentz complex_5 to 30 percent slopes",1100
5,"Tuscan","No",460016,26882792,NA,NA,NA,NA,"IeD","Inks-Pentz complex_5 to 30 percent slopes",1100
50,"Inks","Yes",460017,26882793,8.65,13.12,0.11,58,"IeE","Inks-Pentz complex_30 to 50 percent slopes",3142
35,"Pentz","Yes",460017,26882794,25.98,7.5,0.1,56,"IeE","Inks-Pentz complex_30 to 50 percent slopes",3142
10,"Supan","No",460017,26882795,NA,NA,NA,NA,"IeE","Inks-Pentz complex_30 to 50 percent slopes",3142
5,"Tuscan","No",460017,26882796,NA,NA,NA,NA,"IeE","Inks-Pentz complex_30 to 50 percent slopes",3142
85,"Josephine","Yes",460018,26882797,9,16,0.13,163,"JbD","Josephine gravelly loam_10 to 30 percent slopes",2420
5,"Marpa","No",460018,26882798,NA,NA,NA,NA,"JbD","Josephine gravelly loam_10 to 30 percent slopes",2420
5,"Sheetiron","No",460018,26882799,NA,NA,NA,NA,"JbD","Josephine gravelly loam_10 to 30 percent slopes",2420
5,"Sites","No",460018,26882800,NA,NA,NA,NA,"JbD","Josephine gravelly loam_10 to 30 percent slopes",2420
85,"Josephine","Yes",460019,26882801,9,16,0.13,163,"JbE","Josephine gravelly loam_30 to 50 percent slopes",3570
5,"Marpa","No",460019,26882802,NA,NA,NA,NA,"JbE","Josephine gravelly loam_30 to 50 percent slopes",3570
5,"Sheetiron","No",460019,26882803,NA,NA,NA,NA,"JbE","Josephine gravelly loam_30 to 50 percent slopes",3570
5,"Sites","No",460019,26882804,NA,NA,NA,NA,"JbE","Josephine gravelly loam_30 to 50 percent slopes",3570
85,"Josephine","Yes",460020,26882805,9,16,0.13,163,"JbF","Josephine gravelly loam_50 to 70 percent slopes",8474
7,"Marpa","No",460020,26882806,NA,NA,NA,NA,"JbF","Josephine gravelly loam_50 to 70 percent slopes",8474
6,"Sheetiron","No",460020,26882807,NA,NA,NA,NA,"JbF","Josephine gravelly loam_50 to 70 percent slopes",8474
2,"Sites","No",460020,26882808,NA,NA,NA,NA,"JbF","Josephine gravelly loam_50 to 70 percent slopes",8474
85,"Josephine","Yes",460021,26882809,9,16,0.13,102,"JdD","Josephine gravelly loam_moderately deep_10 to 30 percent slopes",605
5,"Marpa","No",460021,26882810,NA,NA,NA,NA,"JdD","Josephine gravelly loam_moderately deep_10 to 30 percent slopes",605
5,"Sheetiron","No",460021,26882811,NA,NA,NA,NA,"JdD","Josephine gravelly loam_moderately deep_10 to 30 percent slopes",605
5,"Sites","No",460021,26882812,NA,NA,NA,NA,"JdD","Josephine gravelly loam_moderately deep_10 to 30 percent slopes",605
85,"Josephine","Yes",460022,26882813,9,16,0.13,102,"JdE","Josephine gravelly loam_moderately deep_30 to 50 percent slopes",2899
5,"Marpa","No",460022,26882814,NA,NA,NA,NA,"JdE","Josephine gravelly loam_moderately deep_30 to 50 percent slopes",2899
5,"Sheetiron","No",460022,26882815,NA,NA,NA,NA,"JdE","Josephine gravelly loam_moderately deep_30 to 50 percent slopes",2899
5,"Sites","No",460022,26882816,NA,NA,NA,NA,"JdE","Josephine gravelly loam_moderately deep_30 to 50 percent slopes",2899
50,"Josephine","Yes",460023,26882817,9,16,0.13,163,"JsF","Josephine-Sheetiron complex_50 to 70 percent slopes",1461
40,"Sheetiron","Yes",460023,26882818,9,15,0.1,66,"JsF","Josephine-Sheetiron complex_50 to 70 percent slopes",1461
10,"Unnamed","No",460023,26882819,NA,NA,NA,NA,"JsF","Josephine-Sheetiron complex_50 to 70 percent slopes",1461
85,"Kanaka","Yes",460027,26882820,28,7.5,0.12,132,"KbC","Kanaka sandy loam_3 to 15 percent slopes",349
5,"Auberry","No",460027,26882821,NA,NA,NA,NA,"KbC","Kanaka sandy loam_3 to 15 percent slopes",349
5,"Diamond Springs","No",460027,26882822,NA,NA,NA,NA,"KbC","Kanaka sandy loam_3 to 15 percent slopes",349
5,"Chaix","No",460027,26882823,NA,NA,NA,NA,"KbC","Kanaka sandy loam_3 to 15 percent slopes",349
70,"Kanaka","Yes",460028,26882824,28,7.5,0.12,132,"KcD","Kanaka rocky sandy loam_5 to 30 percent slopes",1668
5,"Auberry","No",460028,26882825,NA,NA,NA,NA,"KcD","Kanaka rocky sandy loam_5 to 30 percent slopes",1668
5,"Chaix","No",460028,26882826,NA,NA,NA,NA,"KcD","Kanaka rocky sandy loam_5 to 30 percent slopes",1668
5,"Diamond Springs","No",460028,26882827,NA,NA,NA,NA,"KcD","Kanaka rocky sandy loam_5 to 30 percent slopes",1668
15,"Rock outcrop","Yes",460028,26882828,NA,NA,NA,NA,"KcD","Kanaka rocky sandy loam_5 to 30 percent slopes",1668
70,"Kanaka","Yes",460029,26882829,28,7.5,0.12,132,"KcE","Kanaka rocky sandy loam_30 to 50 percent slopes",2671
5,"Auberry","No",460029,26882830,NA,NA,NA,NA,"KcE","Kanaka rocky sandy loam_30 to 50 percent slopes",2671
5,"Chaix","No",460029,26882831,NA,NA,NA,NA,"KcE","Kanaka rocky sandy loam_30 to 50 percent slopes",2671
5,"Diamond Springs","No",460029,26882832,NA,NA,NA,NA,"KcE","Kanaka rocky sandy loam_30 to 50 percent slopes",2671
15,"Rock outcrop","Yes",460029,26882833,NA,NA,NA,NA,"KcE","Kanaka rocky sandy loam_30 to 50 percent slopes",2671
70,"Kanaka","Yes",460030,26882834,28,7.5,0.12,132,"KcF2","Kanaka rocky sandy loam_50 to 70 percent slopes_eroded",2100
5,"Auberry","No",460030,26882835,NA,NA,NA,NA,"KcF2","Kanaka rocky sandy loam_50 to 70 percent slopes_eroded",2100
